province,station_name,icao,iata,synop,latitude,longitude,elevation_m,metar,nexrad,aviation,upper_air,country
AB,ABEE AGDM,CXAF,,7128,54 17,112 58W,664,Yes,No,Yes,No,CA
AB,ANDREW AGDM,CXAG,,7128,53 55,112 17W,625,Yes,No,Yes,No,CA
AB,ATMORE AGDM,CXAJ,,7128,54 46,112 49W,574,Yes,No,Yes,No,CA
AB,BANFF (MARS),CWZG,WZG,,51 12,115 32W,397,Yes,No,Yes,No,CA
AB,BARNWELL AGDM,CXBW,,7134,49 48,112 18W,824,Yes,No,Yes,No,CA
AB,BEAVERLODGE,CWBM,,7123,55 12,119 24W,745,Yes,No,Yes,No,CA
AB,BODO AGDM,CXBA,,7121,52 07,110 06W,687,Yes,No,Yes,No,CA
AB,BOW ISLAND,CWXL,WXL,7123,49 44,111 27W,817,Yes,No,Yes,No,CA
AB,BOW VALLEY,CWXA,WXA,7123,51 04,115 04W,298,Yes,No,Yes,No,CA
AB,BROCKET AGDM,CXBR,,7134,49 37,113 49W,073,Yes,No,Yes,No,CA
AB,BROOKS (AUTOB),CWBO,WBO,7145,50 32,111 50W,747,Yes,No,Yes,No,CA
AB,CALGARY INTNL AR,CYYC,YYC,7187,51 07,114 01W,084,Yes,No,Yes,No,CA
AB,CALGARY INTL,CPCI,,7139,51 07,114 01W,081,Yes,No,Yes,No,CA
AB,CALGARY/SPRINGBA,CYBW,YBW,7186,51 06,114 22W,200,Yes,No,Yes,No,CA
AB,CARDSTON (AUT),CWFJ,WFJ,7115,49 12,113 16W,136,Yes,No,Yes,No,CA
AB,CHAMPION AGDM,CXCP,,7121,50 17,113 21W,006,Yes,No,Yes,No,CA
AB,CLARESHOLM (AUTO,CWDK,WDK,7123,50 01,113 37W,012,Yes,No,Yes,No,CA
AB,CLEARDALE AGDM,CXCD,,7122,56 19,119 45W,630,Yes,No,Yes,No,CA
AB,COLD LAKE (CAN,CYOD,YOD,7112,54 24,110 17W,544,Yes,No,Yes,No,CA
AB,CONSORT AGDM,CXCS,,7122,51 56,110 43W,772,Yes,No,Yes,No,CA
AB,CORONATION(AUT),CWCT,WCT,,52 04,111 28W,791,Yes,No,Yes,No,CA
AB,CROWSNEST,CWRT,WRT,7123,49 37,114 28W,303,Yes,No,Yes,No,CA
AB,DAPP AGDM,CXDP,,7134,54 19,113 57W,614,Yes,No,Yes,No,CA
AB,DEL BONITA AGDM,CXDB,,7122,49 03,112 49W,310,Yes,No,Yes,No,CA
AB,DRUMHELLER EAST,CWDZ,WDZ,,51 25,112 40W,678,Yes,No,Yes,No,CA
AB,EDMONTON INTL AR,CYEG,YEG,7112,53 17,113 34W,723,Yes,No,Yes,No,CA
AB,EDMONTON INTL AR,CXEG,XEG,7115,53 18,113 36W,715,Yes,No,Yes,No,CA
AB,EDMONTON MUNI,CXEC,XEC,7115,53 34,113 31W,671,Yes,No,Yes,No,CA
AB,EDMONTON MUNICIP,CYXD,YXD,7187,53 34,113 31W,671,Yes,No,Yes,No,CA
AB,EDMONTON/NAMAO(M,CYED,YED,7112,53 40,113 28W,688,Yes,No,Yes,No,CA
AB,EDMONTON/STONY P,CWSE,WSE,7111,53 32,114 05W,766,Yes,No,Yes,No,CA
AB,EDMONTON/STONY P,CZED,ZED,7112,53 33,114 06W,766,Yes,No,Yes,No,CA
AB,EDMONTON/STONY P,CXPS,,,53 33,114 06W,766,Yes,No,Yes,No,CA
AB,EDMONTON/VILLENU,CZVL,,,53 40,113 51W,686,Yes,No,Yes,No,CA
AB,EDSON AIRPORT,CYET,YET,7188,53 34,116 28W,925,Yes,No,Yes,No,CA
AB,EDSON,CZZJ,,7115,53 35,116 28W,927,Yes,No,Yes,No,CA
AB,ESTHER 1,CWGY,WGY,7124,51 40,110 12W,707,Yes,No,Yes,No,CA
AB,FAIRVIEW AGDM,CXFR,,7134,56 05,118 26W,655,Yes,No,Yes,No,CA
AB,FOREMOST AGDM,CXFM,,7122,49 29,111 29W,881,Yes,No,Yes,No,CA
AB,FORT CHIPEWYAN A,CYPY,YPY,7193,58 46,111 07W,232,Yes,No,Yes,No,CA
AB,FORT MCMURRAY AR,CYMM,YMM,7193,56 39,111 13W,369,Yes,No,Yes,No,CA
AB,FORT MCMURRAY AR,CXMM,XMM,7158,56 39,111 13W,369,Yes,No,Yes,No,CA
AB,FORT VERMILLION,CXFV,,,58 23,116 02W,289,Yes,No,Yes,No,CA
AB,GRANDE PRAIRE AR,CYQU,YQU,7194,55 11,118 53W,669,Yes,No,Yes,No,CA
AB,HIGH LEVEL AIRPO,CYOJ,YOJ,7106,58 37,117 10W,338,Yes,No,Yes,No,CA
AB,HIGH PRAIRIE AGD,CXHP,,7122,55 24,116 29W,602,Yes,No,Yes,No,CA
AB,HIGHVALE,CWHA,WHA,7124,53 27,114 28W,747,Yes,No,Yes,No,CA
AB,HOLDEN AGDM,CXHD,,7122,53 11,112 15W,688,Yes,No,Yes,No,CA
AB,HUSSAR AGDM,CXHR,,7134,51 11,112 30W,971,Yes,No,Yes,No,CA
AB,JASPER WARDEN (A,CWJW,WJW,7148,52 56,118 02W,020,Yes,No,Yes,No,CA
AB,KILLAM AGDM,CXKM,,7122,52 49,111 51W,675,Yes,No,Yes,No,CA
AB,LAC LA BICHE (MA,CWLB,WLB,7193,54 46,112 01W,567,Yes,No,Yes,No,CA
AB,LETHBRIDGE VOR,CYQL,YQL,7187,49 38,112 48W,929,Yes,No,Yes,No,CA
AB,LLOYDMINSTER ARP,CYLL,YLL,7187,53 19,110 04W,669,Yes,No,Yes,No,CA
AB,MANNING AGDM,CXMG,,7122,56 58,117 27W,457,Yes,No,Yes,No,CA
AB,MASINASIN AGDM,CXMN,,7134,49 07,111 39W,947,Yes,No,Yes,No,CA
AB,MEDICINE HAT,CYXH,YXH,7187,50 01,110 43W,716,Yes,No,Yes,No,CA
AB,MEDICINE HAT,CXMH,,7102,50 02,110 43W,717,Yes,No,Yes,No,CA
AB,MILK RIVER,CWRY,WRY,7124,49 07,112 02W,050,Yes,No,Yes,No,CA
AB,MORRIN AGDM,CXMO,,7125,51 40,112 41W,836,Yes,No,Yes,No,CA
AB,MUNDARE AGDM,CZMU,,7135,53 34,112 18W,683,Yes,No,Yes,No,CA
AB,NORDEGG CS,CXND,,,52 28,116 05W,362,Yes,No,Yes,No,CA
AB,OLDS AGDM,CXOL,,7125,51 46,114 05W,046,Yes,No,Yes,No,CA
AB,OLIVER AGDM,CZOL,,7135,53 39,113 21W,665,Yes,No,Yes,No,CA
AB,OYEN AGDM,CXOY,,7134,51 23,110 21W,767,Yes,No,Yes,No,CA
AB,ONEFOUR (AUTOB),CWOE,WOE,7111,49 07,110 28W,935,Yes,No,Yes,No,CA
AB,PEACE RIVER AIRP,CYPE,YPE,7106,56 13,117 27W,571,Yes,No,Yes,No,CA
AB,PEORIA AGDM,CXPA,,7134,55 37,118 18W,621,Yes,No,Yes,No,CA
AB,PINCHER CREEK(M,CZPC,ZPC,7187,49 31,114 00W,190,Yes,No,Yes,No,CA
AB,POLLOCKVILLE AGD,CXPL,,7125,51 08,111 42W,750,Yes,No,Yes,No,CA
AB,PRAIRIE RIVER,CXPV,XPV,7159,58 27,111 40W,213,Yes,No,Yes,No,CA
AB,PRENTISS,CZPS,,7135,52 26,113 36W,965,Yes,No,Yes,No,CA
AB,PRIMROSE LAKE,CWIQ,WIQ,7112,54 45,110 02W,702,Yes,No,Yes,No,CA
AB,PRIMROSE LAKE 2,CWOU,WOU,7112,54 46,110 04W,606,Yes,No,Yes,No,CA
AB,RED DEER AIRPORT,CYQF,YQF,7187,52 10,113 54W,905,Yes,No,Yes,No,CA
AB,RICH LAKE AGDM,CXRL,,7134,54 30,111 42W,585,Yes,No,Yes,No,CA
AB,ROCKY HOUSE (MAR,CWRM,WRM,,52 25,114 55W,988,Yes,No,Yes,No,CA
AB,SCHULER AGDM,CXSC,,7126,50 18,110 05W,800,Yes,No,Yes,No,CA
AB,SCHULER RADAR,CXBU,,,50 29,110 12W,777,Yes,No,Yes,No,CA
AB,SLAVE LAKE AIRPO,CYZH,YZH,7106,55 17,114 46W,581,Yes,No,Yes,No,CA
AB,SMOKY LAKE AGDM,CXSL,,7127,54 17,112 30W,680,Yes,No,Yes,No,CA
AB,SPIRIT RIVER,CXSR,XSR,7157,55 42,119 14W,015,Yes,No,Yes,No,CA
AB,STETTLER AGDM,CXAK,,7128,52 21,112 36W,795,Yes,No,Yes,No,CA
AB,ST PAUL AGDM,CXSP,,7127,54 01,111 16W,649,Yes,No,Yes,No,CA
AB,SUFFIELD AIRPORT,CYSD,YSD,7112,50 16,111 10W,770,Yes,No,Yes,No,CA
AB,SUNDRE,CWAV,WAV,7124,51 46,114 40W,114,Yes,No,Yes,No,CA
AB,THREE HILLS,CWHI,WHI,7124,51 42,113 13W,907,Yes,No,Yes,No,CA
AB,TURTLE MTN CS,CWQA,,7125,49 35,114 25W,164,Yes,No,Yes,No,CA
AB,TWO HILLS AGDM,CXTH,,7127,53 38,111 41W,678,Yes,No,Yes,No,CA
AB,VALLEYVIEW AGDM,CXVW,,,55 06,117 12W,698,Yes,No,Yes,No,CA
AB,VEGREVILLE (AUTO,CWVI,,7145,53 31,112 06W,639,Yes,No,Yes,No,CA
AB,VERMILION AGDM,CXVM,,,53 21,110 53W,623,Yes,No,Yes,No,CA
AB,VILNA AG,CPVI,,7176,54 08,111 55W,645,Yes,No,Yes,No,CA
AB,WATERTON PARK GA,CWGM,WGM,7115,49 08,113 47W,296,Yes,No,Yes,No,CA
AB,WHITECOURT AIRPO,CYZU,YZU,7193,54 09,115 47W,785,Yes,No,Yes,No,CA
AB,WHITECOURT AIRPO,CXZU,XZU,7125,54 09,115 47W,785,Yes,No,Yes,No,CA
AB,WRENTHAN AGDM,CXWM,,7134,49 30,112 07W,944,Yes,No,Yes,No,CA
AB,YOHO PARK (AUTOB,CWYL,WYL,7178,51 27,116 19W,615,Yes,No,Yes,No,CA
AB,BLOOD TRIBE AGDM,CPBT,,7151,49 34,113 03W,980,Yes,No,Yes,No,CA
AB,ENCHANT AGDM,CPEH,,7151,50 11,112 26W,801,Yes,No,Yes,No,CA
AB,FINCASTLE AGDM,CPFI,,7153,49 48,112 02W,833,Yes,No,Yes,No,CA
AB,IRON SPRINGS,CPIR,,7152,49 54,112 44W,858,Yes,No,Yes,No,CA
AB,LETHBRIDGE DEMO,CPQL,,7150,49 41,112 45W,903,Yes,No,Yes,No,CA
AB,ROSEMARY AGDM,CPRO,,7153,50 50,112 03W,714,Yes,No,Yes,No,CA
AB,RAYMOND AGDM,CPRY,,7153,49 29,112 41W,937,Yes,No,Yes,No,CA
AB,STRATHMORE AGDM,CPST,,7152,51 02,113 17W,967,Yes,No,Yes,No,CA
AB,SEVEN PERSONS,CPSV,,7152,49 55,110 55W,766,Yes,No,Yes,No,CA
AB,BOW ISLAND AGDM,CPXL,,7151,49 52,111 23W,799,Yes,No,Yes,No,CA
BC,ABBOTSFORD AIRPO,CYXX,YXX,7110,49 02,122 23W,58,Yes,No,Yes,No,CA
BC,ADDENBROKE ISL (,CWCZ,WCZ,,51 36,127 52W,21,Yes,No,Yes,No,CA
BC,AGASSIZ (AUTO),CWZA,WZA,7111,49 15,121 46W,15,Yes,No,Yes,No,CA
BC,AMPHITRITE POINT,CWAN,WAN,7111,48 55,125 32W,27,Yes,No,Yes,No,CA
BC,ASHCROFT,CVAS,,7168,50 43,121 17W,327,Yes,No,Yes,No,CA
BC,BALLENAS IL AUTO,CWGB,WGB,7176,49 21,124 10W,5,Yes,No,Yes,No,CA
BC,BELLA COOLA ARPT,CYBD,YBD,7120,52 22,126 34W,35,Yes,No,Yes,No,CA
BC,BELLA BELLA,CBBC,,,52 11,128 09W,43,Yes,No,Yes,No,CA
BC,BIG CREEK(AUTO),CWBG,WBG,,51 15,123 04W,670,Yes,No,Yes,No,CA
BC,BLEIBLER RANCH,CYIN,,,51 16,121 41W,128,Yes,No,Yes,No,CA
BC,BLUE RIVER (MAN),CYCP,YCP,7188,52 08,119 17W,683,Yes,No,Yes,No,CA
BC,BLUE RIVER (MARS,CWSV,WSV,,52 06,119 17W,683,Yes,No,Yes,No,CA
BC,BOAT BLUFF (LGT,CWZM,WZM,,52 39,128 31W,15,Yes,No,Yes,No,CA
BC,BONILLA ISL (MAP,CWWL,WWL,7148,53 30,130 38W,17,Yes,No,Yes,No,CA
BC,BONILLA ISLAND (,CWVB,WVB,,53 30,130 38W,16,Yes,No,Yes,No,CA
BC,BURNS LAKE,CWPZ,WPZ,7195,54 23,125 58W,713,Yes,No,Yes,No,CA
BC,CAMPBELL RIVER A,CYBL,YBL,,49 57,125 16W,106,Yes,No,Yes,No,CA
BC,CAPE MUDGE (LGT,CWAD,WAD,,50 00,125 12W,4,Yes,No,Yes,No,CA
BC,CAPE SCOTT (LGT,CWES,WES,7111,50 46,128 25W,72,Yes,No,Yes,No,CA
BC,CAPE ST JAMES,CWZV,WZV,7110,51 56,131 01W,92,Yes,No,Yes,No,CA
BC,CASTLEGAR AIRPOR,CYCG,YCG,7188,49 17,117 37W,495,Yes,No,Yes,No,CA
BC,CATHEDRAL PT(MAP,CWME,WME,7148,52 11,127 28W,32,Yes,No,Yes,No,CA
BC,CHATHAM POINT (L,CWFM,WFM,,50 20,125 27W,23,Yes,No,Yes,No,CA
BC,CHETWYND AIRPORT,CYCQ,YCQ,,55 42,121 37W,609,Yes,No,Yes,No,CA
BC,CLINTON (MARS),CWCL,WCL,7147,51 08,121 30W,057,Yes,No,Yes,No,CA
BC,COMOX (CAN MIL),CYQQ,YQQ,7189,49 43,124 54W,24,Yes,No,Yes,No,CA
BC,CRANBROOK,CYXC,YXC,7188,49 36,115 46W,939,Yes,No,Yes,No,CA
BC,CRESTON (AUTOB),CWJR,WJR,7177,49 04,116 30W,646,Yes,No,Yes,No,CA
BC,CUMSHEWA ISL (MA,CWZL,WZL,,53 02,131 36W,17,Yes,No,Yes,No,CA
BC,DAWSON CREEK ARP,CYDQ,YDQ,,55 45,120 10W,655,Yes,No,Yes,No,CA
BC,DEASE LAKE,CWDL,,7195,58 26,130 01W,816,Yes,No,Yes,No,CA
BC,DEASE LAKE,CYDL,,,58 25,130 01W,816,Yes,No,Yes,No,CA
BC,DEASE LAKE CS,CWKX,WKX,7122,58 26,130 01W,793,Yes,No,Yes,No,CA
BC,DISCOVERY ISLAND,CWDR,,7103,48 25,123 14W,17,Yes,No,Yes,No,CA
BC,DRYAD POINT (LGT,CWAU,WAU,,52 11,128 07W,4,Yes,No,Yes,No,CA
BC,EGG ISLAND,CWEM,WEM,,51 15,127 50W,14,Yes,No,Yes,No,CA
BC,ENTRANCE IL AUTO,CWEL,WEL,7177,49 13,123 47W,5,Yes,No,Yes,No,CA
BC,ESQUIMALT METOC,CWPF,WPF,,48 26,123 26W,12,Yes,No,Yes,No,CA
BC,ESTEVAN PT. (MAR,CWEB,WEB,7189,49 23,126 33W,7,Yes,No,Yes,No,CA
BC,FANNY ISLAND,CXFA,,7156,50 27,126 00W,5,Yes,No,Yes,No,CA
BC,FORT NELSON AIRP,CYYE,YYE,7194,58 49,122 34W,382,Yes,No,Yes,Yes,CA
BC,FORT ST. JOHN AR,CYXJ,YXJ,7194,56 15,120 44W,695,Yes,No,Yes,No,CA
BC,GOLDEN ARPT,CYGE,YGE,,51 18,116 59W,785,Yes,No,Yes,No,CA
BC,GREEN ISLAND (MT,CWNJ,,,54 34,130 42W,12,Yes,No,Yes,No,CA
BC,GREY ISLET (MAPS,CWEK,WEK,7147,54 35,130 42W,8,Yes,No,Yes,No,CA
BC,HELMCKEN ISL(MAP,CWXM,WXM,7148,50 23,125 52W,19,Yes,No,Yes,No,CA
